id,latitude,longitude,stake_weight,uuid,distance_km,GDI,0.8linear_weight,0.6linear_weight,0.4linear_weight,0.2linear_weight,0linear_weight
166,52.1333,-106.6833,492,81d8ba69-fb8a-4f89-8584-268340d76c91,451.08835187011056,0.006931668629091,1779,3067,4355,5643,6931
169,-31.9522,115.8589,176,ae39a97d-714f-4ad2-989b-646c5cda4161,6.578698349876011,0.0288537158242792,5911,11647,17382,23118,28853
174,49.8333,73.1667,72,c35783d3-eb09-49a7-820d-edc310e02887,979.7172477144728,0.0094372397404312,1945,3818,5691,7564,9437
175,-26.2044,28.0456,778,4c751eef-d91d-4e79-abe7-c6735bb14881,242.29298141511373,0.0258149800839296,5785,10793,15800,20807,25814
176,55.0167,82.9333,87,dd54a90c-4239-4289-9c63-ffd334484823,718.3820266985351,0.0100243985132706,2074,4062,6049,8036,10024
177,20.667,-103.35,292,fe37a9c2-3bda-4eeb-8afd-e5642d31d28a,484.5778192355766,0.0101471537181307,2263,4234,6205,8176,10147
194,55.7903,49.1347,515,76fd23f0-2028-4ab4-8e40-45da0d401ec9,460.0793929500376,0.0107867605651931,2570,4624,6678,8732,10786
213,4.5981,-74.0758,73,de4be890-1d90-482e-9c0f-6d1a57b0f8d9,2.6905643433382966,0.0125256451434297,2563,5054,7544,10035,12525
222,12.9716,77.5946,14,3e4beab4-a4ae-4f17-8955-f9c20032bfe8,3.2116857965669023,0.0127424684636063,2560,5105,7651,10196,12742
224,43.1737,132.0065,29,d51cf95e-5ae1-4eb9-9b68-d2c2711caf97,863.2245539294271,0.0179005299446766,3603,7177,10752,14326,17900
238,-15.7942,-47.8822,202,7d9ad40b-6b21-415f-bb01-b7bf98063fdb,671.7757103498362,0.0121890135582938,2599,4996,7394,9791,12189
242,10.4806,-66.9036,41,9feb8aef-d20f-4c3c-89b7-cc9bd8c119af,881.1377781187242,0.0111641239626515,2265,4490,6714,8939,11164
245,41.7141,44.8271,357,37bdaf72-52df-48e3-9135-7d6bf3c82a24,437.7991863257242,0.0089165291800359,2069,3780,5492,7204,8916
246,35.8989,14.5146,77763,8d6d301b-5318-4870-8f64-6c1b5ea0f846,10.323120928917657,0.0082705215924708,63865,49966,36067,22169,8270
